2017-10-01,106.95
2017-09-01,106.49
2017-08-01,105.79
2017-07-01,104.69
2017-06-01,103.53
2017-05-01,102.36
2017-04-01,101.41
2017-03-01,99.56
2017-02-01,97.93
2017-01-01,96.54
2016-12-01,94.72
2016-11-01,92.71
2016-10-01,90.97
2016-09-01,90.45
2016-08-01,89.78
2016-07-01,88.9
2016-06-01,89.03
2016-05-01,89.23
2016-04-01,89.49
2016-03-01,89.9
2016-02-01,90.01
2016-01-01,90.19
2015-12-01,91.31
2015-11-01,92.54
2015-10-01,93.93
2015-09-01,95.25
2015-08-01,96.58
2015-07-01,98.05
2015-06-01,99.89
2015-05-01,101.91
2015-04-01,103.62
2015-03-01,105.31
2015-02-01,106.84
2015-01-01,107.41
2014-12-01,108.07
2014-11-01,108.75
2014-10-01,109.74
2014-09-01,108.84
2014-08-01,107.68
2014-07-01,106.66
2014-06-01,106.07
2014-05-01,105.66
2014-04-01,105.22
2014-03-01,105.67
2014-02-01,105.83
2014-01-01,105.99
2013-12-01,103.93
2013-11-01,101.67
2013-10-01,99.36
2013-09-01,98.27
2013-08-01,97.19
2013-07-01,96.02
2013-06-01,95.11
2013-05-01,94.13
2013-04-01,92.9
2013-03-01,92.7
2013-02-01,93.04
2013-01-01,92.89
2012-12-01,92.63
2012-11-01,92.19
2012-10-01,92.15
2012-09-01,93.07
2012-08-01,94.1
2012-07-01,94.45
2012-06-01,94.53
2012-05-01,94.64
2012-04-01,95.15
2012-03-01,95.3
2012-02-01,95.14
2012-01-01,94.98
2011-12-01,94.76
2011-11-01,94.69
2011-10-01,94.51
2011-09-01,93.52
2011-08-01,92.65
2011-07-01,91.6
2011-06-01,90.57
2011-05-01,90.06
2011-04-01,89.7
2011-03-01,89.1
2011-02-01,88.07
2011-01-01,87
2010-12-01,85.09
2010-11-01,83.06
2010-10-01,81.1
2010-09-01,79.35
2010-08-01,77.67
2010-07-01,75.89
2010-06-01,73.49
2010-05-01,71.23
2010-04-01,69.02
2010-03-01,65.53
2010-02-01,61.77
2010-01-01,58.19
2009-12-01,43.49
2009-11-01,28.91
2009-10-01,14.31
2009-09-01,12.41
2009-08-01,10.52
2009-07-01,8.58
2009-06-01,8.41
2009-05-01,8.18
2009-04-01,7.95
2009-03-01,11.08
2009-02-01,14.25
2009-01-01,17.45
2008-12-01,29.29
2008-11-01,40.52
2008-10-01,51.78
2008-09-01,53.74
2008-08-01,55.55
2008-07-01,57.88
2008-06-01,61.88
2008-05-01,65.85
2008-04-01,69.72
2008-03-01,72.57
2008-02-01,75.04
2008-01-01,77.68
2007-12-01,82.48
2007-11-01,87.86
2007-10-01,92.94
2007-09-01,95.69
2007-08-01,98.01
2007-07-01,100.48
2007-06-01,99.97
2007-05-01,99.88
2007-04-01,99.82
2007-03-01,100.07
2007-02-01,99.94
2007-01-01,99.57
2006-12-01,98.52
2006-11-01,97.18
2006-10-01,95.46
2006-09-01,93.35
2006-08-01,91.89
2006-07-01,90.51
2006-06-01,89.95
2006-05-01,89.65
2006-04-01,89.66
2006-03-01,88.99
2006-02-01,87.99
2006-01-01,87.47
2005-12-01,85.72
2005-11-01,83.65
2005-10-01,82.43
2005-09-01,82.09
2005-08-01,81.16
2005-07-01,80.18
2005-06-01,78.94
2005-05-01,77.57
2005-04-01,76.8
2005-03-01,76.69
2005-02-01,76.41
2005-01-01,75.85
2004-12-01,75.23
2004-11-01,74.94
2004-10-01,75
2004-09-01,74.45
2004-08-01,73.79
